Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
OutOfStock,,,Home/Jewellery/Necklaces,"Lignes Essentielles necklace, 18K white gold, set with 239 brilliant-cut diamonds totaling 21.64 carats and 168 brilliant-cut yellow diamonds totaling 7.56 carats.",,aeid5482,,CRH7000227,,Essential Lines necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/essential-lines-necklace-CRH7000227.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces,"Necklace - platinum 950/1000, two cushion-shaped carved emeralds from Zambia totaling 40.70 carats, six carved emerald drops from Zambia totaling 49.52 carats, one 9.10-carat oval-shaped carved ruby from Burma, two cushion-shaped carved sapphires from Burma totaling 16.68 carats, carved sapphires, emeralds and rubies, melon-cut rubies, sapphire, emerald and ruby beads, brilliant-cut diamonds.",,aeid5482,,CRH7000229,,High Jewelry necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/high-jewelry-necklace-CRH7000229.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with a cushion-cut sapphire available from 2.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424339,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424339.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces,"Trinity Ruban necklace, 18K white gold set with a brilliant-cut diamond available in 0.50-0.59, 0.70-0.79, 1.00-1.15, 1.50-1.69, and 2.00 to 2.49 carats and paved with brilliant-cut diamonds.",,aeid5482,,N7424128,,Trinity Ruban necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/trinity-ruban-necklace-N7424128.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an oval-cut sapphire available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424381,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424381.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an emerald-cut emerald available from 1.00 carat, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424323,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424323.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces,,,aeid5482,,CRHP701028,,High Jewelry 1895 necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/high-jewelry-1895-necklace-CRHP701028.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"1895 necklace, platinum 950/1000, set with a brilliant-cut diamond available in 5.00 to 5.99 carats.",,aeid5482,,CRN7424447,,1895 necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/1895-necklace-CRN7424447.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with a cushion-cut sapphire available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424333,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424333.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with an oval-cut sapphire available from 2.00 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424383,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424383.html,SaudiArabia,Necklaces
